Original_Review,측면 및 감성 추출,label
"아이스커피(카카오) 깔끔하고 맛있었어요. 쿠키도 정말 맛있네요. ... 조용하면서도 얘기나누기 좋고 편안해서","커피음료(긍정), 쿠키구움과자(긍정), 분위기감성(긍정)",100100010000
"업사이드 커피... 분위기 좋아요!! ... 테이크아웃 천원 할인해주셔서 저렴히 마실 수 있어서 좋네요","커피음료(긍정), 분위기감성(긍정), 가격가성비(긍정)",100000010100
"평일 10시 전 인데도 웨이팅이라니... 식빵이 어떻게 이렇게 맛있을 수가 있는지 놀랄 수 있어요! 라떼랑 같이 먹으면 극락...","커피음료(긍정), 베이커리빵(긍정), 혼잡도_웨이팅(부정)",110000000002
"음료수가 맛있고 인테리어다 예뻐요","커피음료(긍정), 분위기감성(긍정)",100000010000
"맛좋고 가격좋고 분위기좋아요","대상 모호(긍정), 분위기감성(긍정), 가격가성비(긍정)",000000010100
"자주 오는 곳인데, 분위기도 좋고 빵도 맛있어요","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"성수에도 시나본이 생겨서 좋아요","대상 모호(긍정)",000000000000
"안달고맛있다고 다들 좋아해준 케이크입니다 어른들도 좋아하시네요","케이크(긍정)",001000000000
"커피가 너무 맛있아요 층고도 높고 시원하니 좋네여","커피음료(긍정), 공간편의시설(긍정)",100000100000
"인테리어도 멋지고 빵이 너무 담백하고 맛있어요!!","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"우리동네에 내가 차리고싶음 카페","대상 모호(긍정)",000000000000
"베이글이 맛집 인정합니다!!","베이커리빵(긍정)",010000000000
"빵 비주얼에 눈 돌고 친절하시어서 눈 돌았어요 빵도 엄청 맛있네요 추천합니다","베이커리빵(긍정), 서비스(긍정)",010000001000
"베이글이 맛있어 보여요! 인테리어도 깔끔하고 먹고 가기도 좋아보여서","베이커리빵(긍정), 공간편의시설(긍정), 분위기감성(긍정)",010000110000
"얼그레이 밀크티랑 치사해 조합은 최고","커피음료(긍정), 케이크(긍정)",101000000000
"베이글과 커피 맛있네요. 오늘은 조용하게 잘 쉬고 먹고 갑니다","커피음료(긍정), 베이커리빵(긍정), 분위기감성(긍정)",110000010000
"만들기도 쉽고 재미있어요! 토핑 꾸미는것도 재미있고 데이트 코스로 좋아요!","서비스(긍정)",000000001000
"분위기도 너무 좋고 커피도 맛있어요","커피음료(긍정), 분위기감성(긍정)",100000010000
"커피 너무 분위기 좋아요. 서울숲 속에서 커피 한잔 하는 기분입니다 사랑스러운 카페에요","커피음료(긍정), 분위기감성(긍정)",100000010000
"미국느낌의 브런치를 먹고싶을때 오면 좋을 것 같아요","분위기감성(긍정)",000000010000
"소문대로 커피가 진짜 맛있네요!! ... 카푸치노 먹어야한다는 말이 괜히 나온게 아님... 직원분들이 밝게 맞아주는 모습이 인상적이었어요","커피음료(긍정), 서비스(긍정)",100000001000
"케미크 만메 딸기가 진짜 많마묘 맛밌게 먹멌습니다 )","케이크(긍정)",001000000000
"망고 듬뿍든 빙수 완전 맛있어요!","빙수과일(긍정)",000010000000
"너무맛있고 양도많아 실컷 먹었습니다 망고빙수 먹고싶으면 여기오세요 !!!","빙수과일(긍정), 가격가성비(긍정)",000010000100
"카페가 넓고 빵종류도 많고 마음에 드네요 또 올게요)","베이커리빵(긍정), 공간편의시설(긍정)",010000100000
"맛있어요! 메뉴도 다양하고 특이한 메뉴가 있어서 좋았어요! 분위기도 좋고 청결합니다","대상 모호(긍정), 공간편의시설(긍정), 분위기감성(긍정)",000000110000
"시그니처 초콜릿 자몽허니 블랙티 맛있어요","커피음료(긍정)",100000000000
"다른 망고빙수와는 완전 다르고 생망고가있어서 너무 맛있어요..","빙수과일(긍정)",000010000000
"가려던 곳이 자리가 없어서 급하게 검색해서 갔는데. 대만족.","혼잡도_웨이팅(부정)",000000000002
"지인한테 추천받아서 왔는데 매장이 넒고 쾌적해서 좋아요","공간편의시설(긍정)",000000100000
"너무 맛있게 잘 먹었습니다! 신박한 디저트 먹고싶으면 도전해보세요!","기타디저트(긍정)",000001000000
"가격대비 맛별로에요. 다음에 다시오지는 않을듯 싶네요.그리고 불친절합니다.","대상 모호(부정), 서비스(부정), 가격가성비(부정)",000000002200
"그냥 완전 맛나요. 주중이라 그런가 별로 많이 안기다려요","대상 모호(긍정), 혼잡도_웨이팅(긍정)",000000000001
"사진도 잘 나오고 가격도 저렴해서 자쥬 이용할 거 같아요 )","분위기감성(긍정), 가격가성비(긍정)",000000010100
"층고도 높고 좌석 간격도 떨어져 편해요 커피,빵 맛있어요","커피음료(긍정), 베이커리빵(긍정), 공간편의시설(긍정)",110000100000
"소금빵 진짜 너무 맛있어요 커피랑 어울림이 좋아서 같이 먹으면 힐링되네요 재방문할게요","커피음료(긍정), 베이커리빵(긍정)",110000000000
"음료도 맛있는데... 바닐라 라떼를 더 맛있게 먹었어요! 스탭들 친절하세요!","커피음료(긍정), 서비스(긍정)",100000001000
"매장이 청결하고 서비스가 좋아요! 음료부터 음식까지 너무 맛있었어요","커피음료(긍정), 베이커리빵(긍정), 공간편의시설(긍정), 서비스(긍정)",110000101000
"커피랑 디저트가 맛있네요 수박주스도 시원하고 맛있어요!","커피음료(긍정), 기타디저트(긍정)",100001000000
"잼이 너무너무 맛있어요... 바닐라 커스타드 크림 스프레드 구입했어요!!","베이커리빵(긍정), 선물포장(긍정)",010000000010
"평소에 너무 오고싶었는데 너무 맛있어요 ,, 특히 완두콩타르틴이 조화가 너무 좋고 또 오고싶어요","기타디저트(긍정)",000001000000
"생일겸 기분내고 싶어서 방문했습니당 분위기 너무 좋고! 아이스크림도 최고입니다 직원분들도 너무 친절하세요","기타디저트(긍정), 분위기감성(긍정), 서비스(긍정)",000001011000
"믿고 먹는 에낭 휘낭시에예요 에그타르트도 너무 맛있어요!!!","쿠키구움과자(긍정)",000100000000
"가성비 좋고, 맛도 좋아요!","대상 모호(긍정), 가격가성비(긍정)",000000000100
"두번째 방문 오렌지주스맛집 팬케이크, 오믈렛 강추","커피음료(긍정), 베이커리빵(긍정)",110000000000
"뺑스위스 너무 맛있는거같아요 이런 빵은 어떻게 만드는거죠....! 이제 탕후루 말고 뺑스위스 사달라고 해야게써요","베이커리빵(긍정)",010000000000
"매장이 작아서 대기줄은 밖에 있어야한다는것만 빼면..","공간편의시설(부정), 혼잡도_웨이팅(부정)",000000200002
"여러 디저트와 커피를 즐길 수 있는 곳이었습니다 음료와 디저트의 조화가 좋아 기분 좋게 즐기다 왔습니다","커피음료(긍정), 기타디저트(긍정)",100001000000
"근처 일이 있어서 들렸는데 노래도 너무 좋고 가게 인테리어도 이쁘네요 다음엔 시간내서 가게안에서 즐기고싶은 곳이에요 강추","분위기감성(긍정)",000000010000
"엄청은 아니어도 라떼 갠찮음","커피음료(중립)",300000000000
"플레이트는 무조건 먹어야할거같아요! 아이스크림랑 만 와인먹음 심심할거같아요 아이스크림은 치즈보단 사이드쪽(카카오나 옥수수)이 더나은것같아여","기타디저트(긍정)",000001000000
"커피, 응료 다 맛있어요. 역시 주말이라 사람이 많네요","커피음료(긍정), 혼잡도_웨이팅(부정)",100000000002
"조용한 분위기에서 생각정리와 나만의 힐링이 필요하다고 느끼신다면 당장 방문하세요 잡생각이 사라지고 편안한 시간을 담을 수 있어요","분위기감성(긍정)",000000010000
"음악도 좋고 커피도 고소하고 맛있어요! 데이트 장소로 딱입니다 다음번엔 저녁에 바 이용해보려구요","커피음료(긍정), 분위기감성(긍정)",100000010000
"직원분도 친절하고 음료도 맛있게 마셨어요.","커피음료(긍정), 서비스(긍정)",100000001000
"분위기가 너무 좋고 맛있어요 !","대상 모호(긍정), 분위기감성(긍정)",000000010000
"여름이라 덥고 모기가 덤벼대서 웨이팅 환경이 좋지 못해 보였음. ... 바질크림고구마 파니니 핵존맛!! ... 하지만 가격은 사악하다는 점","베이커리빵(긍정), 가격가성비(부정), 혼잡도_웨이팅(부정)",010000000202
"사람엄청 많고 빵은 살것도 먹을것도 없네요 오직 식빵만 있어요","베이커리빵(부정), 혼잡도_웨이팅(부정)",020000000002
"망고빙수가 너무 먹고 싶어서 유명해 보이는 곳 찾아왔는데 잘 온것 같아요 빙수가 완전 커요... 카페가 쾌적하고 시원해서","빙수과일(긍정), 공간편의시설(긍정)",000010100000
"빵 맛있어요! 종류도 많고 좋아요","베이커리빵(긍정)",010000000000
"홀리데이 머그 고민하다가, 구입했는데 품질도 좋고 정말 예쁘네요 볼수록 예뻐요 !!","대상 없음(굿즈)",000000000000
"다른 지점에 비해서 양이 너무 적음동그란 수저로 떠주시는데 밑에도 텅텅 빔..이런 지점은 처음임..","가격가성비(부정)",000000000200
"아아 메가리카노 양도 많고 좋습니다","커피음료(긍정), 가격가성비(긍정)",100000000100
"친구랑 성수 데이트 나와서 베이킹 예약하고 만들었는데 어렵지 않게 재밌게 잘 만들었어요오옹","서비스(긍정)",000000001000
"인테리어가 너무너무 이쁜 카페! 빵도 맛있고 커피, 티 모두 맘에 들더라는..","커피음료(긍정), 베이커리빵(긍정), 분위기감성(긍정)",110000010000
"인테리어가 예쁘길래 들어와봤는데, 페스츄리 빵이 있네요. 다음에 또 찾을 것 같아요!!","베이커리빵(긍정), 분위기감성(긍정)",010000010000
"통창에 뷰가 참 좋았어요! 협찬","분위기감성(긍정)",000000010000
"뷰도 너무 좋고 너무 이뻐요. 커피에 빙수 생딸기 최고에요","커피음료(긍정), 빙수과일(긍정), 분위기감성(긍정)",100010010000
"아침인데 주말이라 그런가 빵 종류가 많이 없었어요","베이커리빵(중립), 혼잡도_웨이팅(부정)",030000000002
"트리치즈케이크... 말차앙금과 치즈케이크의 조합이 새롭고 괜찮았어요! 약간 목 막히는 것 빼곤 맛있게 먹었어요... 파티션으로 나뉜 곳에 배치된 테이블 자리는 앉았을 때 앞으로 쏠리는 느낌이 있어서 약간 비추","케이크(긍정), 공간편의시설(부정), 분위기감성(긍정)",001000210000
"베이글 모양으로 생긴 치즈케이크 완전 신선한 컨셉이엇구 맛도 좋았어요!! 가게 내부도 깔끔하고 시끄지않아서","케이크(긍정), 공간편의시설(긍정), 분위기감성(긍정)",001000110000
"블루베리 바나나라떼... 양도 많은데 다른 곳도 아니고 성수동에서 5000원이면 가성비 짱짱이요... 사장님도 친절하시고 아주 좋았어요","커피음료(긍정), 서비스(긍정), 가격가성비(긍정)",100000001100
"망고빙수 짱크고 맛있어요 !!!! 완전 커요","빙수과일(긍정), 가격가성비(긍정)",000010000100
"여기 쿠키 맛집, 커피맛집 뚝섬 카페 쵝오","커피음료(긍정), 쿠키구움과자(긍정)",100100000000
"너무너무 이뿐 케이크 감사합니당.","케이크(긍정)",001000000000
"따로 캐치테이블이나 수기로 예약하는게 아닌 현장에서 직접 줄서서 웨이팅하는 방식이라 겨울에 너무 추웠어요... 직원들이 빨리 확인도 안하고 방치해둬서 답답했어요. 오후에 가면 파이도 거의 다 솔드아웃... 파이는 맛있었습니다","베이커리빵(긍정), 서비스(부정), 혼잡도_웨이팅(부정)",010000002002
"성수 데이트 코스 추천 레터링 케이크가 너무 만족스러워서 재방문했어요... 난이도 하 시간60분 맛 친절함 측정불가","케이크(긍정), 서비스(긍정)",001000001000
"가격이 좀 비싸지만 진하고 맛있습니다. 빵은 안먹어봤지만 맛있어보이는 빵들 많아요","커피음료(긍정), 베이커리빵(긍정), 가격가성비(부정)",110000000200
"분위기 좋고 위스키를 부담없이 즐길 수 있어요!","기타디저트(긍정), 분위기감성(긍정)",000001010000
"타르트가엄청 크고 먹음직스러워요 지나가다 들렀는데 좋아용","쿠키구움과자(긍정)",000100000000
"커피가 너무 맛있어요 딸기 프레지에도 맛있습니다","커피음료(긍정), 케이크(긍정)",101000000000
"커피 너무 맛있어요 빵도 맛있어요","커피음료(긍정), 베이커리빵(긍정)",110000000000
"커피맛도무난하고 토스트양이 진짜많아요 샐러드도상콤했어요","커피음료(중립), 베이커리빵(긍정)",310000000000
"개마싯어요 늘 사먹는거에요 재출시되서 너무 좋아요","대상 모호(긍정)",000000000000
"음료와 빵 모두 맛있고 한입 베이글이 귀여워요!!","커피음료(긍정), 베이커리빵(긍정)",110000000000
"매장이 넓어서 자리가 많아요. 그런데 커피도 맛이없고 딸기우유도 별로에요 금액이 왜 비싼지 모르겠어요","커피음료(부정), 공간편의시설(긍정), 가격가성비(부정)",200000100200
