text,aspect,classification_method
종류별로 많이 시켜서 마시면 더 좋아요,Vibe,keyword
사진 첨부가 안 돼 아쉽지만 커피도 예쁘게 나와요,"Vibe, Coffee/Drink",keyword
😀 플랫화이트와 구테로이테 먹었는데 너무 부드럽고 좋아요,Coffee/Drink,keyword
딸이랑 왔는데 너무 좋네요~,"Dessert/Bakery, Coffee/Drink",keyword
커피 맛집 인정입니다!,Coffee/Drink,keyword
좋아하는 커피집인데 성수에 생겨서 와봣어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
역시나 맛있네요~,Coffee/Drink,keyword
커피가 진하고 좋아요,Coffee/Drink,keyword
커피가 짱 맛있어요!,Coffee/Drink,keyword
일단 너무 넓어서 좋고 노래 잔잔하니 얘기하기 좋아여~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
비 피하려고 들어왔는데 매장도 넓고 분위기도 좋아요!,"Vibe, Coffee/Drink",keyword
생각모다 매장이 넓네요,Vibe,keyword
사람도 많아요,"Dessert/Bakery, Vibe",keyword
지나가다가 따끈한 라떼가 먹구싶어서 아무생각없이 들어왔는데 커피맛집이네요,Coffee/Drink,keyword
💕 자리도 넓고 이뻐요,Vibe,keyword
"수정과 콜드블루랑 이천쌀스무디는
처음 먹어봤는데 부모님이 재밌어하시네요ㅎㅎ","Dessert/Bakery, Coffee/Drink",keyword
신기한 메뉴들이 많아요.,"Dessert/Bakery, Coffee/Drink",keyword
커피맛도 굿이에요,Coffee/Drink,keyword
"🥰
수정과 커피 마셔봤는데 진짜 수정과 맛이에요",Coffee/Drink,keyword
"커피를 다 마셨지만, 부드럽고 맛있는거 같아요","Dessert/Bakery, Coffee/Drink",keyword
"매장이 넓어서 쾌적하고
커피도 맛있어요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소를 처음 먹는데 신기했어요.,"Vibe, Coffee/Drink",keyword
아이스여서 더 신기했던거같아요~~~,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소 잔 귀여움+당근케이크 귀여움+,"Dessert/Bakery, Vibe",keyword
에쏘+휩+로투스 조합!,Coffee/Drink,keyword
제가 좋아하는 에스프레소바에요!,"Dessert/Bakery, Vibe",keyword
직원분도 친절하시고 매장도 넓어요~!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동 데이트왔다가 우연히 들른곳인데 커피가 정말 맛있어요~!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"은은하게 비치는 햇빛과 목욕탕같은 분위기에
낭낭하게 들어간 넛츠 슈페너가 좋았다","Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장이 독특하고 음료가 맛있어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 케익 다 맛있어요!!,Coffee/Drink,keyword
친절하시고 커피가 진하고  맛있어요,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피가 맛있어요..,Coffee/Drink,keyword
🥹 달달한 디저트랑 넘 잘어울려요,Dessert/Bakery,keyword
카페도 붐비지않고 여유로워서 좋아요!,"Vibe, Coffee/Drink",keyword
매장이 매우 넓고 쾌적해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피맛도 좋아요,Coffee/Drink,keyword
매장이 넓어서 쾌적합니다!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
얘기하기 좋은 것 같아요,"Dessert/Bakery, Coffee/Drink",keyword
매장이 넓고 분위기도 좋은데 커피도 맛있어요.,"Vibe, Coffee/Drink",keyword
그라니따 제 인생 최고의 커피입니다.,Coffee/Drink,keyword
ㄹㅇ로 존맛탱,Vibe,keyword
시끌벅적한 성수에서 잔잔한 느낌의 카페를 찾아서 좋습니다.,"Service, Dessert/Bakery, Coffee/Drink",keyword
친구와 좋은 시간 보냈습니다.,Vibe,keyword
분위기 좋고 음료 가격 합리적이네요,"Vibe, Coffee/Drink, Price",keyword
분위기좋고 공간도 넓어서 대화하기도 편해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피종류가 엄청 많네요,Coffee/Drink,keyword
커피매니아들에게 추천장소👍,"Vibe, Coffee/Drink",keyword
에스프레소 탑쌓아야 하는 곳😆,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수 돌아다니다 보여서 들렀는데 본점 갔을때보다 메뉴가 다양해서 좋았어요!!,"Dessert/Bakery, Coffee/Drink",keyword
오늘도 상콤한 그라니따 한잔 했습니당ㅎㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소가 너무 맛있어요!,Vibe,keyword
내부가 밝고 쾌적해요!,"Dessert/Bakery, Coffee/Drink",keyword
콘센트가 많아서 작업하기 좋아요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"성수 놀러왔다가 들렸는데, 들어오자마자 커피향도 너무 좋고 대화하기 좋았어요~^^","Dessert/Bakery, Coffee/Drink",keyword
"강남구청에 있을 때만 몇 번 방문 했었는데, 어느새 성수동에도 생겼네요.ㅎㅎ","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
에쏘 베리에이션이 괜찮은 편이에요.,Coffee/Drink,keyword
수정과콜드부르는 제 취향이 아닌걸로..,Vibe,keyword
근처에있어서 들어왔는데 분위기도 좋고 무엇보다 신기함 음료가있어서 좋았어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
케이크도 맛있고 음료도 맛있어서 자주오고싶네욤ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
규모 적당하고 조용한 스페셜티 에쏘 바 입니당.,"Dessert/Bakery, Coffee/Drink",keyword
커피랑 쌀스무디 너무 맛있고 특히 디저트가 너무 맛있습니다.,"Dessert/Bakery, Coffee/Drink",keyword
구테 넛 슈페너는 여태 먹어보지 못했던 커피에요!,"Dessert/Bakery, Coffee/Drink",keyword
엄청 진하고 향기로운 견과류 맛이 커피랑 잘 어우러집니다:),Coffee/Drink,keyword
실패 없이 맛있는 커피가 땡길때 딱 좋은!!!!,Coffee/Drink,keyword
분위기 너무좋고 커서 좋아요!!,"Service, Vibe",keyword
커피도 맛있어요 !!,Coffee/Drink,keyword
커피가 맛이 있고~카페 분의기도 좋아요!!,"Vibe, Coffee/Drink",keyword
성수에서 보기힘든 갓성비 카페에요,Coffee/Drink,keyword
"🫶🫶
여기 왜 처음왔지,,,????","Dessert/Bakery, Coffee/Drink",keyword
분위기좋고 성수하면 생각나는 카페인거같아용,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
케이크도 그렇고 너무 맛있어요 !!,Dessert/Bakery,keyword
구테로이테 먹고 싶어요,Coffee/Drink,keyword
맛나보여요,Coffee/Drink,keyword
넒고 커피도 맛있어서 좋아요!,Coffee/Drink,keyword
매장도 넓어서 시원하고 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"넓은 매장 맛나는 커피, 아인슈페너, 당근케잌 굿굿굿
가성비 굿
이야기하기 굿 
너무 괜찮은 곳입니다^^","Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
골목으로 쪼금만~~~~ 들어오셔요^^,Position,keyword
오늘 하루 수다 힐링하고 갑니다^^,"Dessert/Bakery, Coffee/Drink",keyword
메뉴들 각각 특색이 있고 공간도 좋아요:),"Vibe, Coffee/Drink",keyword
분위기도 좋고 좋아용,Vibe,keyword
성수에서 안기다리고 바로 들어갈수있는 카페에요!!,"Service, Vibe, Coffee/Drink",keyword
커피도 맛있고 직원분도 친절하세요~!,"Service, Dessert/Bakery, Coffee/Drink",keyword
딱 성수동같은 카페에요,"Dessert/Bakery, Coffee/Drink",keyword
분위기있고 음료도 맛집이네용,"Vibe, Coffee/Drink",keyword
에스프레소 전문 카페는 처음 방문해봤는데 기대 이상으로 맛있네요!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
전메뉴 다 먹어보고 싶어요,Coffee/Drink,keyword
🫠🫠 밀 크레이프도 부드럽고 맛있어요,Dessert/Bakery,keyword
분위기도 너무 좋고 깔끔해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
라떼도 맛있고 좋습니다 :),Coffee/Drink,keyword
특별한 메뉴도 많고 매장도 넓고 깔끔해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다음에 또 방문하고 싶습니다:)💗,"Service, Dessert/Bakery, Coffee/Drink",keyword
"플랫화이트 오랜만에 맛나게 먹었네요, 엄마가 진한 아메리카노 좋아하셔서 롱블랙 시켜드렸는데 만족쓰!!!!","Coffee/Drink, Price",keyword
건물은 낡았어도 카페는 인테리어덕네 넓고 깨끗!!!!,"Vibe, Coffee/Drink",keyword
커피 엄청 고소하고 저렴한 편이에요,Coffee/Drink,keyword
😊 늘 지나만 갔는데 오늘 처음으로 방문했습니다!,"Service, Dessert/Bakery, Coffee/Drink",keyword
재방문 의사 있습니다.,"Service, Vibe, Coffee/Drink",keyword
"라떼류는 넘 달지만 공간이 좋아서 종종 가게 
됨","Vibe, Coffee/Drink",keyword
깔끔한 매장 맛난커피 추천받아서 방문해보았습니다.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
롱블랙 향이 너무 좋고 직원분께서 추천해주신 리치 펀치도 너무 맛있었습니다 !,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
카페도 너무 예뻐요 !,"Vibe, Coffee/Drink",keyword
분위기 넘 좋고 친절해요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피사진을 못찍었는데 가성비 좋고 특히 카페라떼 진짜 맛있어요..,"Coffee/Drink, Price",keyword
요즘 각얼음만 넣고 커피양은 적은 곳 많은데 여기는 안그래서 좋아요!,"Vibe, Coffee/Drink",keyword
레몬 마들렌도 너무 맛있고 분위기도 좋습니다 ㅎㅎ,"Vibe, Coffee/Drink",keyword
독특하고 예뻐요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기 좋고 깔끔해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기 좋고 매장이 넓어서 쾌적해요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
음료도 맛있네요,Coffee/Drink,keyword
메뉴 다양하고 맛잇어용,"Dessert/Bakery, Coffee/Drink",keyword
"👍
인테리어도 예쁘고 친절하심!!","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수 올때마다 친구와 들리는데 분위기 좋고 커피도 맛있어용,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
깨끗하고 넓고 대화 나누기 좋아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 종류가 많아서 좋아요,Coffee/Drink,keyword
☕️👏 그라니따가 상큼하고 넘 맛있어요~!!,Coffee/Drink,keyword
나름 공간도 시원시원하고 커피도 종류가 많고 맛있습니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다른 종류도 먹어보고 싶어요!,Coffee/Drink,keyword
운 좋게 웨이팅 없이 앉앗는데 일단 커피 자체가 너무 맛있어요,"Service, Coffee/Drink",keyword
자리도 꽤있고 친절합니다,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
자주 옵니다,"Dessert/Bakery, Coffee/Drink",keyword
와 커피 진하고 너무 맛있어요!!,Coffee/Drink,keyword
저처럼 얼음을 씹어먹는사람한테 간얼음이여서 좋아요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소를 기본으로 이런저런 다양한 음료가 많아 고르는 재미가 있습니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
케이크도 음료도 맛있습니다,"Dessert/Bakery, Coffee/Drink",keyword
분위기 좋아여,Vibe,keyword
메뉴도 흔하지 않고 특색있으면서 맛있어요!,"Vibe, Coffee/Drink",keyword
가성비 맛 다 잡은 곳!,"Vibe, Price",keyword
담에 다른 메뉴 먹어봐야겠어요ㅎㅎ,Coffee/Drink,keyword
커피가 넘넘 맛있어서 또 오려고요,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소 전문으로 하시는 거 같아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"아침이라 당 안먹을라 했지만,, 메뉴가 매력적이라 지나칠 수 없었습니다.","Dessert/Bakery, Coffee/Drink",keyword
"일단 가격 좋구요,",Price,keyword
장소 넓직해서 앉아있기 너무 좋네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수에 이런 공간 생겨서 좋아요 :)),Vibe,keyword
분위기 좋고 넓어서 대화하기도 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가 진짜 맛있습니다♡,Coffee/Drink,keyword
직원분들이 너무 친절해요,"Service, Dessert/Bakery, Coffee/Drink",keyword
실수로 음료 쏟았는데 다시 새로 만들어주시고 감사해요♡,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
cafe라기보다는 빌딩에 있는 일반 프랜차이즈 샵같음.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
".인테리어가 멋진 입구를 지나 오늘 딸과의 데이트에
식사후에 즐기는 티 타임.","Vibe, Coffee/Drink",keyword
"콜드브루한잔에 긴 성수동골목을 
다시누비자","Position, Coffee/Drink",keyword
데이트 하기 좋아요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
재방문 꼭,Service,keyword
넓고 쾌적해요!!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
힙한 분위기,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
감각있는 카페좋아요,"Vibe, Coffee/Drink",keyword
에스프레소 다양하고 진하게 맛있어요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장분위기도 넓고 쾌적해서 좋아요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
지나가다 매장이 멋져서 들렀는데 인테리어도 예쁘고 커피도 맛있어요!,"Vibe, Coffee/Drink",keyword
인터리어도 깔끔하고 너무 맛있어요,"Dessert/Bakery, Coffee/Drink",keyword
커피랑 케이크가 맛있어요 !!,"Dessert/Bakery, Coffee/Drink",keyword
자리가 많아서 웨이팅 없이 들어올 수 있었어요,"Service, Vibe, Coffee/Drink",keyword
다름에 또 이용할거같아요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
내부 분위기도 너무 좋아요,"Dessert/Bakery, Vibe",keyword
지인추천으로 왔는데 커피 맛있네요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"매장이 넓고 자리도 많은데 
주말 피크타임에는 자리잡기 어려울듯하네요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"커피
향이 좋아요 ㅎㅎ",Coffee/Drink,keyword
분위기가 좋고 커피가 맛있어요 //^^// ~ 직원분들도 친절해서 좋아요 ~,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소를 다양하게 맛볼 수 있고 디저트가 너무 맛있어요~!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다른 에스프레소도 다 맛 보고 싶어요 ^^,Vibe,keyword
너무 고소하면서 에프레소랑 너무 잘 어울러져 맛있었아요.,Coffee/Drink,keyword
"커피를 제대로 만드는 곳 같아서 와봤는데,
당충전 제대로 하고 가는것 같아요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
다음에 다른 커피 메뉴 마셔보러 또 올 것 같아요,"Dessert/Bakery, Coffee/Drink",keyword
"오랜만에 성수 왔는데, 일찍 연 카페가 있어서 들렀어요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
구테로이테 에스프레소 맛있어요,Vibe,keyword
👍🏻 추천합니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 맛있고 공간이 넓어서 좋아요~  :),"Vibe, Coffee/Drink",keyword
"가성비 정말 좋은 에소바
가성비 좋은정도가 아니라
완전 혜자예요!","Dessert/Bakery, Price",keyword
"에스프레소 종류도 다양하고
입안 상큼하게 씻어주는
레몬 그라니따도 굿굿","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"매장도 넓고 직원분들도 엄청 친절하세요
영업시간도 빨라서 좋음","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"살짝 아쉬운게 있으면
음악소리가 너무 커서
얘기하다 목소리도 점점 같이 커진다","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
넓고 쾌적해서 일단 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어도 이쁘고 음료도 맛있어요!!,"Vibe, Coffee/Drink",keyword
분위기가 좋아서 지나가다가 이끌려들어왔어요,Vibe,keyword
매장쾌적하고 깔끔해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 디저트 다 맛있어요!,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소가 진짜 맛있어요,Vibe,keyword
분위기도 조용하고 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
지나가는 길에 보여서 들어갔는데 적당히 소란하고 분위기 좋아요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 너무 맛있습니다.,Coffee/Drink,keyword
진짜 에스프레소바에 걸맞는 곳이에요!,"Dessert/Bakery, Vibe",keyword
에스프레소 처음 한 입 먹는 순간 쓴맛보다는 다른 맛이 풍부하게 나고 너무 좋네요.,"Vibe, Coffee/Drink",keyword
스톤 슈페너도 흑임자 크림과 커피가 너무 잘 어울려요~,Coffee/Drink,keyword
커피 가격도 합리적이고 커피도 맛있습니당,"Coffee/Drink, Price",keyword
진짜 이게 커피인의 바카스다 싶습니다,Coffee/Drink,keyword
우연히 들린곳인데 인테리어 깔끔하고 에스프레소 맛집입니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피맛있고 쉬었다가기 좋아요,Coffee/Drink,keyword
카페 널찍하니 크고 힙한 느낌이예요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
그라니따는 정말정말 새콤해서 독특해요.,"Dessert/Bakery, Coffee/Drink",keyword
구테로이테는 부드럽고 달콤한 맛이 있어서 좋아요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
그라니따가 상콤하고 스톤 슈페너는 짭조롬하니 달콤해요,"Dessert/Bakery, Coffee/Drink",keyword
크레이프 케이크도 먹었는데 담백하고 맛있습니다.,"Dessert/Bakery, Coffee/Drink",keyword
자리도 넓어서 친구들이랑 오기 딱 좋아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
강남구청 매장 자주갔었고 성수쪽 생기고 두번째 방문!!,"Service, Vibe",keyword
커피 맛이 보장되어있는 곳!!,"Vibe, Coffee/Drink",keyword
커피랑 디저트 다 맛있구 분위기도 좋아요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 너무 맛잇게먹었습니당~~_,Coffee/Drink,keyword
